# Undirected graph (each unordered pair of nodes is saved once): mygraph.txt
# Nodes: 2240 Edges: 3111
# NodeId	NodeId
25	3358
25	3359
25	3360
25	3361
25	3362
26	3024
26	3047
27	3047
27	3363
27	3364
28	3126
28	3192
28	3365
28	3366
28	3367
28	3368
28	3369
28	3370
28	3371
28	3372
29	3018
29	3034
29	3044
29	3072
29	3099
29	3124
29	3126
29	3149
29	3167
29	3181
29	3190
29	3298
29	3338
29	3365
29	3367
29	3371
29	3373
29	3374
29	3375
29	3376
29	3377
29	3378
29	3379
29	3380
29	3381
29	3382
29	3383
29	3384
29	3385
29	3386
29	3387
29	3388
29	3389
29	3390
29	3391
29	3392
29	3393
29	3394
29	3395
29	3396
29	3397
29	3398
29	3399
29	3400
29	3401
29	3402
29	3403
29	3404
29	3405
29	3406
30	3024
30	3047
30	3328
30	3352
30	3397
30	3407
30	3408
31	3028
31	3047
31	3409
31	3410
31	3411
31	3412
32	3016
32	3019
32	3031
32	3044
32	3046
32	3047
32	3058
32	3080
32	3082
32	3083
32	3084
32	3096
32	3099
32	3140
32	3205
32	3229
32	3232
32	3242
32	3257
32	3258
32	3263
32	3271
32	3272
32	3279
32	3281
32	3312
32	3317
32	3332
32	3334
32	3344
32	3345
32	3356
32	3363
32	3397
32	3413
32	3414
32	3415
32	3416
32	3417
32	3418
32	3419
32	3420
32	3421
32	3422
32	3423
32	3424
32	3425
32	3426
32	3427
32	3428
32	3429
32	3430
32	3431
32	3432
32	3433
32	3434
32	3435
32	3436
32	3437
32	3438
32	3439
32	3440
32	3441
32	3442
32	3443
32	3444
32	3445
32	3446
32	3447
32	3448
32	3449
32	3450
32	3451
32	3452
32	3453
32	3454
32	3455
32	3456
32	3457
32	3458
32	3459
32	3460
32	3461
32	3462
32	3463
32	3464
32	3465
32	3466
32	3467
32	3468
32	3469
32	3470
32	3471
32	3472
32	3473
32	3474
32	3475
32	3476
32	3477
32	3478
32	3479
32	3480
32	3481
32	3482
32	3483
32	3484
32	3485
32	3486
32	3487
32	3488
32	3489
32	3490
32	3491
32	3492
32	3493
32	3494
32	3495
32	3496
32	3497
32	3498
32	3499
32	3500
32	3501
32	3502
32	3503
32	3504
32	3505
32	3506
32	3507
32	3508
33	3011
33	3012
33	3018
33	3044
33	3124
33	3126
33	3148
33	3192
33	3365
33	3377
33	3469
33	3509
33	3510
33	3511
33	3512
33	3513
33	3514
33	3515
33	3516
33	3517
33	3518
34	3024
34	3051
34	3066
34	3067
34	3199
34	3291
34	3440
34	3519
34	3520
34	3521
34	3522
34	3523
34	3524
34	3525
34	3526
34	3527
34	3528
34	3529
34	3530
34	3531
34	3532
34	3533
34	3534
34	3535
34	3536
34	3537
34	3538
34	3539
35	3011
35	3103
35	3106
35	3124
35	3125
35	3126
35	3154
35	3192
35	3283
35	3295
35	3298
35	3367
35	3540
35	3541
35	3542
35	3543
35	3544
35	3545
35	3546
35	3547
35	3548
35	3549
35	3550
35	3551
35	3552
35	3553
35	3554
35	3555
35	3556
35	3557
35	3558
35	3559
35	3560
35	3561
35	3562
35	3563
35	3564
36	3012
36	3014
36	3017
36	3018
36	3021
36	3023
36	3028
36	3029
36	3046
36	3072
36	3075
36	3082
36	3083
36	3089
36	3099
36	3124
36	3187
36	3197
36	3204
36	3213
36	3216
36	3218
36	3219
36	3225
36	3249
36	3251
36	3257
36	3258
36	3264
36	3269
36	3270
36	3271
36	3272
36	3278
36	3317
36	3322
36	3332
36	3359
36	3435
36	3470
36	3479
36	3491
36	3494
36	3507
36	3510
36	3524
36	3565
36	3566
36	3567
36	3568
36	3569
36	3570
36	3571
36	3572
36	3573
36	3574
36	3575
36	3576
36	3577
36	3578
36	3579
36	3580
36	3581
36	3582
36	3583
36	3584
36	3585
36	3586
36	3587
36	3588
36	3589
36	3590
36	3591
36	3592
36	3593
36	3594
36	3595
36	3596
36	3597
36	3598
36	3599
36	3600
36	3601
36	3602
36	3603
36	3604
36	3605
36	3606
36	3607
36	3608
36	3609
36	3610
36	3611
36	3612
36	3613
36	3614
36	3615
36	3616
36	3617
36	3618
36	3619
36	3620
36	3621
36	3622
36	3623
36	3624
36	3625
36	3626
36	3627
36	3628
36	3629
36	3630
36	3631
36	3632
36	3633
36	3634
36	3635
36	3636
36	3637
36	3638
36	3639
36	3640
36	3641
36	3642
36	3643
36	3644
36	3645
36	3646
36	3647
36	3648
36	3649
36	3650
36	3651
36	3652
36	3653
36	3654
37	3024
37	3047
37	3065
37	3655
38	3013
38	3018
38	3024
38	3190
38	3213
38	3216
38	3278
38	3318
38	3515
38	3656
38	3657
38	3658
38	3659
38	3660
38	3661
38	3662
38	3663
38	3664
38	3665
38	3666
38	3667
39	3061
39	3110
39	3126
39	3153
39	3190
39	3216
39	3365
39	3371
39	3377
39	3438
39	3514
39	3668
39	3669
39	3670
39	3671
39	3672
39	3673
39	3674
39	3675
39	3676
39	3677
39	3678
40	3021
40	3051
40	3082
40	3286
40	3356
40	3447
40	3679
40	3680
40	3681
41	3024
41	3072
41	3099
41	3104
41	3111
41	3126
41	3160
41	3166
41	3359
41	3404
41	3682
41	3683
41	3684
41	3685
41	3686
41	3687
41	3688
41	3689
41	3690
41	3691
41	3692
41	3693
41	3694
41	3695
41	3696
41	3697
41	3698
41	3699
41	3700
41	3701
41	3702
41	3703
41	3704
41	3705
41	3706
42	3018
42	3019
42	3108
42	3124
42	3216
42	3403
42	3575
42	3698
42	3703
42	3707
42	3708
42	3709
42	3710
42	3711
42	3712
42	3713
42	3714
42	3715
42	3716
42	3717
42	3718
42	3719
42	3720
42	3721
42	3722
42	3723
42	3724
42	3725
42	3726
42	3727
42	3728
42	3729
42	3730
43	3018
43	3021
43	3029
43	3047
43	3067
43	3082
43	3083
43	3161
43	3187
43	3269
43	3278
43	3317
43	3318
43	3323
43	3328
43	3332
43	3338
43	3376
43	3476
43	3554
43	3652
43	3731
43	3732
43	3733
43	3734
43	3735
43	3736
43	3737
43	3738
43	3739
43	3740
43	3741
43	3742
43	3743
44	3018
44	3340
44	3744
44	3745
44	3746
44	3747
45	3010
45	3047
45	3500
45	3748
45	3749
45	3750
46	3021
46	3083
46	3309
46	3747
46	3751
46	3752
46	3753
46	3754
47	3016
47	3024
47	3072
47	3080
47	3103
47	3124
47	3126
47	3131
47	3154
47	3158
47	3264
47	3283
47	3297
47	3356
47	3415
47	3542
47	3543
47	3554
47	3755
47	3756
47	3757
47	3758
47	3759
47	3760
47	3761
47	3762
47	3763
47	3764
47	3765
47	3766
47	3767
47	3768
47	3769
47	3770
47	3771
47	3772
47	3773
47	3774
47	3775
47	3776
47	3777
47	3778
47	3779
47	3780
47	3781
47	3782
47	3783
47	3784
47	3785
47	3786
47	3787
47	3788
47	3789
47	3790
47	3791
47	3792
47	3793
47	3794
47	3795
47	3796
47	3797
47	3798
47	3799
47	3800
47	3801
47	3802
47	3803
47	3804
47	3805
48	3004
48	3010
48	3011
48	3040
48	3047
48	3051
48	3076
48	3201
48	3210
48	3306
48	3397
48	3440
48	3551
48	3790
48	3806
48	3807
48	3808
48	3809
48	3810
48	3811
48	3812
48	3813
48	3814
48	3815
48	3816
48	3817
48	3818
48	3819
48	3820
48	3821
48	3822
48	3823
48	3824
48	3825
48	3826
48	3827
49	3024
49	3028
49	3047
49	3198
49	3204
49	3482
49	3828
49	3829
49	3830
49	3831
49	3832
49	3833
49	3834
49	3835
50	3081
50	3082
50	3191
50	3263
50	3281
50	3284
50	3312
50	3317
50	3348
50	3470
50	3574
50	3836
50	3837
50	3838
50	3839
50	3840
50	3841
50	3842
50	3843
50	3844
50	3845
50	3846
50	3847
51	3072
51	3106
51	3126
51	3303
51	3367
51	3555
51	3848
51	3849
51	3850
51	3851
51	3852
51	3853
52	3012
52	3020
52	3021
52	3124
52	3278
52	3328
52	3380
52	3854
53	3024
53	3065
53	3855
53	3856
54	3011
54	3018
54	3124
54	3126
54	3365
54	3857
54	3858
54	3859
54	3860
55	3024
55	3861
55	3862
55	3863
56	3072
56	3126
56	3564
56	3780
56	3864
56	3865
56	3866
57	3010
57	3024
57	3061
57	3072
57	3115
57	3125
57	3126
57	3137
57	3153
57	3161
57	3166
57	3176
57	3192
57	3249
57	3283
57	3294
57	3321
57	3364
57	3367
57	3371
57	3415
57	3544
57	3554
57	3698
57	3713
57	3716
57	3740
57	3754
57	3781
57	3783
57	3867
57	3868
57	3869
57	3870
57	3871
57	3872
57	3873
57	3874
57	3875
57	3876
57	3877
57	3878
57	3879
57	3880
57	3881
57	3882
57	3883
57	3884
57	3885
57	3886
57	3887
57	3888
57	3889
57	3890
57	3891
57	3892
57	3893
57	3894
57	3895
57	3896
57	3897
57	3898
57	3899
57	3900
57	3901
57	3902
57	3903
57	3904
57	3905
57	3906
57	3907
57	3908
57	3909
57	3910
57	3911
57	3912
57	3913
57	3914
57	3915
57	3916
57	3917
57	3918
57	3919
57	3920
57	3921
57	3922
57	3923
57	3924
57	3925
57	3926
57	3927
57	3928
57	3929
57	3930
57	3931
57	3932
57	3933
57	3934
57	3935
57	3936
57	3937
57	3938
57	3939
57	3940
57	3941
57	3942
57	3943
57	3944
57	3945
57	3946
57	3947
57	3948
57	3949
57	3950
57	3951
57	3952
57	3953
57	3954
57	3955
57	3956
57	3957
57	3958
57	3959
57	3960
57	3961
57	3962
57	3963
57	3964
57	3965
57	3966
57	3967
57	3968
57	3969
57	3970
57	3971
58	3042
58	3047
58	3201
58	3292
58	3537
58	3972
58	3973
58	3974
58	3975
58	3976
58	3977
59	3024
59	3124
59	3126
59	3136
59	3153
59	3167
59	3221
59	3258
59	3278
59	3294
59	3365
59	3371
59	3377
59	3380
59	3386
59	3404
59	3514
59	3516
59	3575
59	3643
59	3659
59	3671
59	3674
59	3676
59	3714
59	3724
59	3801
59	3914
59	3978
59	3979
59	3980
59	3981
59	3982
59	3983
59	3984
59	3985
59	3986
59	3987
59	3988
59	3989
59	3990
59	3991
59	3992
59	3993
59	3994
59	3995
59	3996
59	3997
59	3998
59	3999
59	4000
59	4001
59	4002
59	4003
59	4004
60	3024
60	3040
60	3051
60	3199
60	3200
60	3291
60	3352
60	3374
60	3524
60	3655
60	4005
60	4006
60	4007
60	4008
60	4009
60	4010
60	4011
61	3022
61	3126
61	3153
61	3367
62	3019
62	3021
62	3022
62	3028
62	3047
62	3051
62	3053
62	3058
62	3067
62	3079
62	3091
62	3144
62	3190
62	3242
62	3311
62	3396
62	3435
62	3524
62	3636
62	3825
62	3961
62	4012
62	4013
62	4014
62	4015
62	4016
62	4017
62	4018
62	4019
62	4020
62	4021
62	4022
62	4023
62	4024
62	4025
62	4026
62	4027
62	4028
62	4029
62	4030
62	4031
62	4032
62	4033
62	4034
62	4035
62	4036
62	4037
62	4038
62	4039
62	4040
62	4041
62	4042
63	3010
63	3016
63	3048
63	3060
63	3068
63	3086
63	3124
63	3134
63	3202
63	3228
63	3278
63	3279
63	3283
63	3314
63	3367
63	3435
63	3608
63	3648
63	3659
63	3661
63	3682
63	3709
63	3714
63	3829
63	3987
63	4014
63	4034
63	4043
63	4044
63	4045
63	4046
63	4047
63	4048
63	4049
63	4050
63	4051
63	4052
63	4053
63	4054
63	4055
63	4056
63	4057
63	4058
63	4059
63	4060
63	4061
63	4062
63	4063
63	4064
63	4065
63	4066
63	4067
63	4068
63	4069
63	4070
63	4071
63	4072
63	4073
63	4074
63	4075
63	4076
63	4077
63	4078
63	4079
63	4080
63	4081
63	4082
63	4083
63	4084
63	4085
63	4086
63	4087
63	4088
63	4089
63	4090
63	4091
63	4092
63	4093
63	4094
63	4095
63	4096
63	4097
63	4098
63	4099
63	4100
63	4101
63	4102
63	4103
63	4104
63	4105
63	4106
63	4107
63	4108
63	4109
63	4110
63	4111
63	4112
63	4113
63	4114
63	4115
63	4116
63	4117
63	4118
63	4119
63	4120
63	4121
63	4122
63	4123
63	4124
63	4125
63	4126
63	4127
63	4128
63	4129
63	4130
63	4131
63	4132
63	4133
63	4134
63	4135
63	4136
63	4137
63	4138
63	4139
63	4140
63	4141
63	4142
63	4143
63	4144
63	4145
63	4146
63	4147
63	4148
63	4149
63	4150
63	4151
63	4152
63	4153
63	4154
63	4155
63	4156
63	4157
63	4158
63	4159
63	4160
63	4161
63	4162
63	4163
63	4164
63	4165
63	4166
63	4167
63	4168
63	4169
63	4170
63	4171
63	4172
63	4173
63	4174
63	4175
63	4176
63	4177
63	4178
63	4179
63	4180
63	4181
63	4182
63	4183
63	4184
63	4185
63	4186
63	4187
63	4188
63	4189
63	4190
63	4191
63	4192
63	4193
63	4194
63	4195
63	4196
63	4197
63	4198
63	4199
63	4200
63	4201
63	4202
63	4203
63	4204
63	4205
63	4206
63	4207
63	4208
63	4209
63	4210
63	4211
63	4212
63	4213
63	4214
63	4215
63	4216
63	4217
63	4218
63	4219
63	4220
63	4221
63	4222
63	4223
63	4224
63	4225
63	4226
63	4227
63	4228
63	4229
63	4230
63	4231
63	4232
63	4233
63	4234
63	4235
63	4236
63	4237
63	4238
63	4239
63	4240
63	4241
63	4242
63	4243
63	4244
63	4245
63	4246
63	4247
63	4248
63	4249
63	4250
63	4251
63	4252
63	4253
63	4254
63	4255
63	4256
63	4257
63	4258
63	4259
63	4260
63	4261
63	4262
63	4263
63	4264
63	4265
63	4266
63	4267
63	4268
63	4269
63	4270
63	4271
63	4272
63	4273
63	4274
63	4275
63	4276
63	4277
63	4278
63	4279
63	4280
63	4281
63	4282
63	4283
63	4284
63	4285
63	4286
63	4287
63	4288
63	4289
63	4290
63	4291
63	4292
63	4293
63	4294
63	4295
63	4296
63	4297
63	4298
63	4299
63	4300
63	4301
63	4302
63	4303
63	4304
63	4305
63	4306
63	4307
63	4308
63	4309
63	4310
63	4311
63	4312
63	4313
63	4314
63	4315
63	4316
63	4317
63	4318
63	4319
63	4320
63	4321
63	4322
63	4323
63	4324
63	4325
63	4326
63	4327
63	4328
63	4329
63	4330
63	4331
63	4332
63	4333
63	4334
63	4335
63	4336
63	4337
63	4338
63	4339
63	4340
63	4341
63	4342
63	4343
63	4344
63	4345
63	4346
63	4347
63	4348
63	4349
63	4350
63	4351
63	4352
63	4353
63	4354
63	4355
63	4356
63	4357
63	4358
63	4359
63	4360
63	4361
63	4362
63	4363
63	4364
63	4365
63	4366
63	4367
63	4368
63	4369
63	4370
63	4371
63	4372
63	4373
63	4374
63	4375
63	4376
63	4377
63	4378
63	4379
63	4380
63	4381
63	4382
63	4383
63	4384
63	4385
63	4386
63	4387
63	4388
63	4389
63	4390
63	4391
63	4392
63	4393
63	4394
63	4395
63	4396
63	4397
63	4398
63	4399
63	4400
63	4401
63	4402
63	4403
63	4404
63	4405
63	4406
63	4407
63	4408
63	4409
63	4410
63	4411
63	4412
63	4413
63	4414
63	4415
63	4416
63	4417
63	4418
63	4419
63	4420
63	4421
63	4422
63	4423
63	4424
63	4425
63	4426
63	4427
63	4428
63	4429
63	4430
63	4431
63	4432
63	4433
63	4434
63	4435
63	4436
63	4437
63	4438
63	4439
63	4440
63	4441
63	4442
63	4443
63	4444
63	4445
63	4446
63	4447
63	4448
63	4449
63	4450
63	4451
63	4452
63	4453
63	4454
63	4455
63	4456
63	4457
63	4458
63	4459
63	4460
63	4461
63	4462
63	4463
63	4464
63	4465
63	4466
63	4467
63	4468
63	4469
63	4470
63	4471
63	4472
63	4473
63	4474
63	4475
63	4476
63	4477
63	4478
63	4479
63	4480
63	4481
63	4482
63	4483
63	4484
63	4485
63	4486
63	4487
63	4488
63	4489
63	4490
63	4491
63	4492
63	4493
63	4494
63	4495
63	4496
63	4497
63	4498
63	4499
63	4500
63	4501
63	4502
63	4503
63	4504
63	4505
63	4506
63	4507
63	4508
63	4509
63	4510
63	4511
63	4512
63	4513
63	4514
63	4515
63	4516
63	4517
63	4518
63	4519
63	4520
63	4521
63	4522
63	4523
63	4524
63	4525
63	4526
63	4527
63	4528
63	4529
63	4530
63	4531
63	4532
63	4533
63	4534
63	4535
63	4536
63	4537
63	4538
63	4539
63	4540
63	4541
63	4542
63	4543
63	4544
63	4545
63	4546
63	4547
63	4548
63	4549
63	4550
63	4551
63	4552
63	4553
63	4554
63	4555
63	4556
63	4557
63	4558
63	4559
63	4560
63	4561
63	4562
63	4563
63	4564
63	4565
63	4566
63	4567
63	4568
63	4569
63	4570
63	4571
63	4572
63	4573
63	4574
63	4575
63	4576
63	4577
63	4578
63	4579
63	4580
63	4581
63	4582
63	4583
63	4584
63	4585
63	4586
63	4587
63	4588
63	4589
63	4590
63	4591
63	4592
63	4593
63	4594
63	4595
63	4596
63	4597
63	4598
63	4599
63	4600
63	4601
63	4602
63	4603
63	4604
63	4605
63	4606
63	4607
63	4608
63	4609
63	4610
63	4611
63	4612
63	4613
63	4614
63	4615
63	4616
63	4617
63	4618
63	4619
63	4620
63	4621
63	4622
63	4623
63	4624
63	4625
63	4626
63	4627
63	4628
63	4629
63	4630
63	4631
63	4632
63	4633
63	4634
63	4635
63	4636
63	4637
63	4638
63	4639
63	4640
63	4641
63	4642
63	4643
63	4644
63	4645
63	4646
63	4647
63	4648
63	4649
63	4650
63	4651
63	4652
63	4653
63	4654
63	4655
63	4656
63	4657
63	4658
64	3024
64	3040
64	3047
64	3068
64	3215
64	3374
64	3440
64	3602
64	3823
64	4007
64	4659
64	4660
65	3004
65	3028
65	3359
65	3532
65	3585
65	3819
65	3834
65	4661
65	4662
65	4663
65	4664
65	4665
65	4666
65	4667
65	4668
65	4669
65	4670
65	4671
65	4672
65	4673
65	4674
65	4675
65	4676
65	4677
65	4678
66	3014
66	3018
66	3072
66	3314
66	3318
67	3024
67	3047
67	3050
67	3067
67	3171
67	3199
67	3208
67	3348
67	3396
67	3788
67	3816
67	3830
67	3834
67	4022
67	4028
67	4679
67	4680
67	4681
67	4682
67	4683
67	4684
67	4685
67	4686
67	4687
67	4688
67	4689
67	4690
67	4691
67	4692
67	4693
67	4694
67	4695
67	4696
67	4697
67	4698
67	4699
67	4700
67	4701
67	4702
67	4703
67	4704
67	4705
67	4706
67	4707
67	4708
67	4709
67	4710
67	4711
68	3047
68	3067
68	3520
68	3530
68	4712
68	4713
68	4714
69	3011
69	3022
69	3072
69	3079
69	3100
69	3124
69	3126
69	3294
69	3298
69	3367
69	3403
69	3552
69	3627
69	3698
69	3722
69	3765
69	3774
69	4715
69	4716
69	4717
69	4718
69	4719
69	4720
69	4721
69	4722
69	4723
69	4724
69	4725
69	4726
69	4727
69	4728
69	4729
69	4730
69	4731
70	3013
70	3018
70	3021
70	3024
70	3099
70	3124
70	3192
70	3278
70	3359
70	3403
70	3445
70	3486
70	3532
70	3554
70	3559
70	3698
70	3720
70	3722
70	3723
70	3801
70	3840
70	3844
70	3903
70	4732
70	4733
70	4734
70	4735
70	4736
70	4737
70	4738
70	4739
70	4740
70	4741
70	4742
70	4743
70	4744
70	4745
70	4746
70	4747
70	4748
70	4749
70	4750
70	4751
71	3021
71	3257
71	3309
71	3948
71	4752
71	4753
71	4754
72	3011
72	3018
72	3126
72	3158
72	3160
72	3192
72	3216
72	3264
72	3283
72	3317
72	3359
72	3367
72	3371
72	3380
72	3393
72	3402
72	3541
72	3548
72	3554
72	3575
72	3698
72	3716
72	3722
72	3761
72	3790
72	3792
72	3921
72	3946
72	4243
72	4539
72	4742
72	4755
72	4756
72	4757
72	4758
72	4759
72	4760
72	4761
72	4762
72	4763
72	4764
72	4765
72	4766
72	4767
72	4768
72	4769
72	4770
72	4771
72	4772
72	4773
72	4774
72	4775
72	4776
72	4777
72	4778
72	4779
72	4780
72	4781
72	4782
72	4783
72	4784
72	4785
72	4786
72	4787
73	3056
73	3739
73	4025
73	4788
73	4789
74	3018
74	3072
74	3082
74	3084
74	3134
74	3278
74	3715
74	4134
74	4175
74	4220
74	4790
74	4791
74	4792
74	4793
74	4794
74	4795
74	4796
74	4797
74	4798
74	4799
74	4800
74	4801
75	3012
75	3021
75	3024
75	3044
75	3066
75	3072
75	3152
75	3153
75	3159
75	3160
75	3166
75	3190
75	3213
75	3216
75	3277
75	3338
75	3350
75	3356
75	3358
75	3365
75	3392
75	3397
75	3406
75	3437
75	3549
75	3551
75	3559
75	3634
75	3636
75	3682
75	3688
75	3695
75	3740
75	3749
75	3760
75	3766
75	3774
75	3792
75	3797
75	3798
75	3802
75	3858
75	3879
75	3942
75	4718
75	4756
75	4802
75	4803
75	4804
75	4805
75	4806
75	4807
75	4808
75	4809
75	4810
75	4811
75	4812
75	4813
75	4814
75	4815
75	4816
75	4817
75	4818
75	4819
75	4820
75	4821
75	4822
75	4823
75	4824
75	4825
75	4826
75	4827
75	4828
75	4829
75	4830
75	4831
75	4832
75	4833
75	4834
75	4835
75	4836
75	4837
75	4838
75	4839
75	4840
75	4841
75	4842
75	4843
75	4844
75	4845
75	4846
75	4847
75	4848
75	4849
75	4850
75	4851
75	4852
75	4853
75	4854
75	4855
75	4856
75	4857
75	4858
75	4859
75	4860
75	4861
75	4862
75	4863
75	4864
75	4865
75	4866
75	4867
75	4868
75	4869
75	4870
75	4871
75	4872
75	4873
75	4874
75	4875
75	4876
75	4877
75	4878
75	4879
75	4880
75	4881
75	4882
75	4883
75	4884
75	4885
75	4886
75	4887
75	4888
75	4889
75	4890
75	4891
75	4892
75	4893
75	4894
75	4895
75	4896
75	4897
75	4898
75	4899
75	4900
75	4901
75	4902
75	4903
75	4904
75	4905
75	4906
75	4907
75	4908
75	4909
75	4910
75	4911
75	4912
76	3082
76	3112
76	3284
77	3072
77	3075
77	3314
78	4913
78	4914
79	3021
79	3022
79	3024
79	3048
79	3056
79	3067
79	3194
79	3208
79	3261
79	3396
79	3586
79	3739
79	3761
79	4019
79	4034
79	4688
79	4915
79	4916
79	4917
79	4918
79	4919
79	4920
79	4921
79	4922
79	4923
79	4924
79	4925
79	4926
79	4927
79	4928
79	4929
80	3024
80	3645
80	3655
80	4028
80	4898
80	4930
80	4931
80	4932
81	3024
82	3013
82	3018
82	3278
82	3328
82	3397
82	3657
82	3659
82	4933
82	4934
82	4935
82	4936
82	4937
82	4938
82	4939
83	3010
83	3018
83	3021
83	3104
83	3108
83	3111
83	3125
83	3126
83	3137
83	3142
83	3148
83	3152
83	3153
83	3160
83	3163
83	3216
83	3300
83	3367
83	3380
83	3403
83	3415
83	3441
83	3548
83	3554
83	3620
83	3621
83	3629
83	3729
83	3757
83	3799
83	3801
83	3867
83	3892
83	3914
83	3921
83	3933
83	3946
83	4459
83	4502
83	4732
83	4819
83	4882
83	4940
83	4941
83	4942
83	4943
83	4944
83	4945
83	4946
83	4947
83	4948
83	4949
83	4950
83	4951
83	4952
83	4953
83	4954
83	4955
83	4956
83	4957
83	4958
83	4959
83	4960
83	4961
83	4962
83	4963
83	4964
83	4965
83	4966
83	4967
83	4968
83	4969
83	4970
83	4971
83	4972
83	4973
83	4974
83	4975
83	4976
83	4977
83	4978
84	3018
84	3024
84	3393
84	3648
84	3657
84	3728
84	4736
84	4939
84	4979
84	4980
84	4981
84	4982
84	4983
84	4984
84	4985
84	4986
85	3018
85	3024
85	3051
85	3072
85	3124
85	3167
85	3186
